-3	1.855
-2.94	1.85518
-2.88	1.85513
-2.82	1.85462
-2.76	1.85341
-2.7	1.85128
-2.64	1.84799
-2.58	1.84331
-2.52	1.837
-2.46	1.82885
-2.4	1.81861
-2.34	1.80606
-2.28	1.79096
-2.22	1.77308
-2.16	1.75219
-2.1	1.72805
-2.04	1.70045
-1.98	1.66914
-1.92	1.63413
-1.86	1.59578
-1.8	1.55447
-1.74	1.51058
-1.68	1.4645
-1.62	1.41662
-1.56	1.36732
-1.5	1.31699
-1.44	1.26601
-1.38	1.21476
-1.32	1.16365
-1.26	1.11303
-1.2	1.06332
-1.14	1.01488
-1.08	0.968108
-1.02	0.923385
-0.96	0.881079
-0.9	0.841335
-0.84	0.804156
-0.78	0.76954
-0.72	0.737488
-0.66	0.708001
-0.6	0.681077
-0.54	0.656718
-0.48	0.634923
-0.42	0.615692
-0.36	0.599025
-0.3	0.584923
-0.24	0.573384
-0.18	0.56441
-0.12	0.557999
-0.06	0.554153
2.16493e-15	0.552871
0.06	0.554153
0.12	0.557999
0.18	0.56441
0.24	0.573384
0.3	0.584923
0.36	0.599025
0.42	0.615692
0.48	0.634923
0.54	0.656718
0.6	0.681077
0.66	0.708001
0.72	0.737488
0.78	0.76954
0.84	0.804156
0.9	0.841335
0.96	0.881079
1.02	0.923385
1.08	0.968108
1.14	1.01488
1.2	1.06332
1.26	1.11303
1.32	1.16365
1.38	1.21476
1.44	1.26601
1.5	1.31699
1.56	1.36732
1.62	1.41662
1.68	1.4645
1.74	1.51058
1.8	1.55447
1.86	1.59578
1.92	1.63413
1.98	1.66914
2.04	1.70045
2.1	1.72805
2.16	1.75219
2.22	1.77308
2.28	1.79096
2.34	1.80606
2.4	1.81861
2.46	1.82885
2.52	1.837
2.58	1.84331
2.64	1.84799
2.7	1.85128
2.76	1.85341
2.82	1.85462
2.88	1.85513
2.94	1.85518
3	1.855
