1	0.82
1.025	0.680024
1.05	0.540733
1.075	0.402814
1.1	0.266952
1.125	0.133832
1.15	0.00414112
1.175	-0.121436
1.2	-0.242214
1.225	-0.357507
1.25	-0.466629
1.275	-0.568894
1.3	-0.663617
1.325	-0.750112
1.35	-0.827694
1.375	-0.895677
1.4	-0.953375
1.425	-1.0001
1.45	-1.03517
1.475	-1.0579
1.5	-1.06761
1.525	-1.0636
1.55	-1.04519
1.575	-1.01169
1.6	-0.962428
1.625	-0.896709
1.65	-0.813848
1.675	-0.713161
1.7	-0.593961
1.725	-0.455562
1.75	-0.29728
1.775	-0.118428
1.8	0.0816787
1.825	0.303727
1.85	0.548401
1.875	0.816387
1.9	1.10837
1.925	1.42504
1.95	1.76708
1.975	2.13517
2	2.53
2.025	2.95156
2.05	3.39702
2.075	3.86287
2.1	4.34559
2.125	4.84166
2.15	5.34756
2.175	5.85977
2.2	6.37478
2.225	6.88905
2.25	7.39908
2.275	7.90134
2.3	8.39232
2.325	8.86849
2.35	9.32634
2.375	9.76235
2.4	10.173
2.425	10.5548
2.45	10.9041
2.475	11.2176
2.5	11.4916
2.525	11.7226
2.55	11.9072
2.575	12.0418
2.6	12.1228
2.625	12.1468
2.65	12.1103
2.675	12.0097
2.7	11.8415
2.725	11.6022
2.75	11.2883
2.775	10.8962
2.8	10.4224
2.825	9.86349
2.85	9.21584
2.875	8.47596
2.9	7.64034
2.925	6.70545
2.95	5.66777
2.975	4.5238
3	3.27
3.025	1.93745
3.05	0.695584
3.075	-0.251574
3.1	-0.7
3.125	-0.516826
3.15	0.146181
3.175	1.0661
3.2	2.02
3.225	2.82474
3.25	3.45629
3.275	3.93039
3.3	4.26279
3.325	4.46922
3.35	4.56545
3.375	4.5672
3.4	4.49023
3.425	4.35028
3.45	4.16309
3.475	3.94442
3.5	3.71
