0	-0.5
0.01	-0.50005
0.02	-0.5003
0.03	-0.500751
0.04	-0.501404
0.05	-0.502259
0.06	-0.50332
0.07	-0.504589
0.08	-0.506069
0.09	-0.507763
0.1	-0.509675
0.11	-0.51181
0.12	-0.514173
0.13	-0.516769
0.14	-0.519604
0.15	-0.522686
0.16	-0.526021
0.17	-0.529618
0.18	-0.533484
0.19	-0.537629
0.2	-0.542063
0.21	-0.546795
0.22	-0.551838
0.23	-0.557201
0.24	-0.562899
0.25	-0.568944
0.26	-0.575351
0.27	-0.582133
0.28	-0.589307
0.29	-0.596889
0.3	-0.604897
0.31	-0.613349
0.32	-0.622264
0.33	-0.631663
0.34	-0.641567
0.35	-0.651999
0.36	-0.662983
0.37	-0.674543
0.38	-0.686706
0.39	-0.6995
0.4	-0.712953
0.41	-0.727096
0.42	-0.741962
0.43	-0.757583
0.44	-0.773996
0.45	-0.791237
0.46	-0.809346
0.47	-0.828363
0.48	-0.848332
0.49	-0.869298
0.5	-0.891309
0.51	-0.914415
0.52	-0.938668
0.53	-0.964124
0.54	-0.99084
0.55	-1.01888
0.56	-1.0483
0.57	-1.07918
0.58	-1.11158
0.59	-1.14559
0.6	-1.18126
0.61	-1.21871
0.62	-1.25799
0.63	-1.29922
0.64	-1.34248
0.65	-1.38788
0.66	-1.43553
0.67	-1.48553
0.68	-1.538
0.69	-1.59308
0.7	-1.65089
0.71	-1.71156
0.72	-1.77526
0.73	-1.84213
0.74	-1.91234
0.75	-1.98605
0.76	-2.06345
0.77	-2.14473
0.78	-2.23009
0.79	-2.31975
0.8	-2.41394
0.81	-2.51288
0.82	-2.61684
0.83	-2.72608
0.84	-2.84088
0.85	-2.96155
0.86	-3.08839
0.87	-3.22174
0.88	-3.36195
0.89	-3.50941
0.9	-3.6645
0.91	-3.82765
0.92	-3.9993
0.93	-4.17992
0.94	-4.37002
0.95	-4.57012
0.96	-4.78079
0.97	-5.00263
0.98	-5.23626
0.99	-5.48237
1	-5.74167
