0	1
0.01	1.03017
0.02	1.06106
0.03	1.09266
0.04	1.12499
0.05	1.15807
0.06	1.19191
0.07	1.22653
0.08	1.26193
0.09	1.29814
0.1	1.33516
0.11	1.37302
0.12	1.41173
0.13	1.4513
0.14	1.49175
0.15	1.5331
0.16	1.57535
0.17	1.61854
0.18	1.66267
0.19	1.70776
0.2	1.75384
0.21	1.80091
0.22	1.84899
0.23	1.89811
0.24	1.94828
0.25	1.99952
0.26	2.05185
0.27	2.10529
0.28	2.15986
0.29	2.21557
0.3	2.27246
0.31	2.33053
0.32	2.38981
0.33	2.45033
0.34	2.5121
0.35	2.57514
0.36	2.63948
0.37	2.70514
0.38	2.77214
0.39	2.84051
0.4	2.91027
0.41	2.98144
0.42	3.05405
0.43	3.12812
0.44	3.20368
0.45	3.28075
0.46	3.35937
0.47	3.43955
0.48	3.52132
0.49	3.60471
0.5	3.68975
0.51	3.77647
0.52	3.86489
0.53	3.95504
0.54	4.04695
0.55	4.14066
0.56	4.23619
0.57	4.33357
0.58	4.43283
0.59	4.53402
0.6	4.63714
0.61	4.74225
0.62	4.84938
0.63	4.95855
0.64	5.0698
0.65	5.18317
0.66	5.29869
0.67	5.41639
0.68	5.53632
0.69	5.65851
0.7	5.783
0.71	5.90982
0.72	6.03901
0.73	6.17062
0.74	6.30468
0.75	6.44123
0.76	6.58032
0.77	6.72198
0.78	6.86625
0.79	7.01319
0.8	7.16283
0.81	7.31522
0.82	7.47039
0.83	7.62841
0.84	7.78931
0.85	7.95313
0.86	8.11994
0.87	8.28977
0.88	8.46267
0.89	8.63869
0.9	8.81789
0.91	9.00032
0.92	9.18602
0.93	9.37505
0.94	9.56746
0.95	9.7633
0.96	9.96264
0.97	10.1655
0.98	10.372
0.99	10.5822
1	10.796
1.01	11.0137
1.02	11.2351
1.03	11.4605
1.04	11.6899
1.05	11.9232
1.06	12.1607
1.07	12.4023
1.08	12.6481
1.09	12.8982
1.1	13.1526
1.11	13.4115
1.12	13.6748
1.13	13.9427
1.14	14.2152
1.15	14.4925
1.16	14.7745
1.17	15.0613
1.18	15.3531
1.19	15.6499
1.2	15.9517
1.21	16.2587
1.22	16.571
1.23	16.8885
1.24	17.2115
1.25	17.5399
1.26	17.874
1.27	18.2136
1.28	18.559
1.29	18.9103
1.3	19.2674
1.31	19.6306
1.32	19.9998
1.33	20.3753
1.34	20.757
1.35	21.1452
1.36	21.5398
1.37	21.941
1.38	22.3489
1.39	22.7635
1.4	23.1851
1.41	23.6137
1.42	24.0493
1.43	24.4922
1.44	24.9423
1.45	25.3999
1.46	25.8651
1.47	26.3379
1.48	26.8184
1.49	27.3069
1.5	27.8033
1.51	28.3079
1.52	28.8207
1.53	29.3419
1.54	29.8716
1.55	30.4099
1.56	30.957
1.57	31.513
1.58	32.078
1.59	32.6521
1.6	33.2355
1.61	33.8284
1.62	34.4308
1.63	35.0429
1.64	35.6649
1.65	36.2969
1.66	36.9391
1.67	37.5915
1.68	38.2545
1.69	38.928
1.7	39.6123
1.71	40.3075
1.72	41.0138
1.73	41.7314
1.74	42.4604
1.75	43.201
1.76	43.9533
1.77	44.7176
1.78	45.494
1.79	46.2826
1.8	47.0838
1.81	47.8976
1.82	48.7242
1.83	49.5638
1.84	50.4167
1.85	51.283
1.86	52.1629
1.87	53.0566
1.88	53.9642
1.89	54.8861
1.9	55.8225
1.91	56.7734
1.92	57.7392
1.93	58.72
1.94	59.7162
1.95	60.7278
1.96	61.7551
1.97	62.7984
1.98	63.8579
1.99	64.9338
2	66.0263
2.01	67.1358
2.02	68.2624
2.03	69.4063
2.04	70.5679
2.05	71.7474
2.06	72.9451
2.07	74.1612
2.08	75.3959
2.09	76.6496
