-5	0.703295
-4.9	0.801069
-4.8	0.900689
-4.7	1.00117
-4.6	1.1015
-4.5	1.20069
-4.4	1.29776
-4.3	1.39174
-4.2	1.48169
-4.1	1.56672
-4	1.64599
-3.9	1.7187
-3.8	1.78415
-3.7	1.84167
-3.6	1.8907
-3.5	1.93075
-3.4	1.96143
-3.3	1.98244
-3.2	1.99356
-3.1	1.99469
-3	1.98582
-2.9	1.96706
-2.8	1.93857
-2.7	1.90067
-2.6	1.85372
-2.5	1.79819
-2.4	1.73466
-2.3	1.66375
-2.2	1.58617
-2.1	1.5027
-2	1.41419
-1.9	1.32151
-1.8	1.22559
-1.7	1.12739
-1.6	1.0279
-1.5	0.92811
-1.4	0.829019
-1.3	0.73162
-1.2	0.636885
-1.1	0.545762
-1	0.459163
-0.9	0.377954
-0.8	0.302947
-0.7	0.234891
-0.6	0.174467
-0.5	0.12228
-0.4	0.0788507
-0.3	0.0446137
-0.2	0.0199112
-0.1	0.00499028
0	0
0.1	0.00499028
0.2	0.0199112
0.3	0.0446137
0.4	0.0788507
0.5	0.12228
0.6	0.174467
0.7	0.234891
0.8	0.302947
0.9	0.377954
1	0.459163
1.1	0.545762
1.2	0.636885
1.3	0.73162
1.4	0.829019
1.5	0.92811
1.6	1.0279
1.7	1.12739
1.8	1.22559
1.9	1.32151
2	1.41419
2.1	1.5027
2.2	1.58617
2.3	1.66375
2.4	1.73466
2.5	1.79819
2.6	1.85372
2.7	1.90067
2.8	1.93857
2.9	1.96706
3	1.98582
3.1	1.99469
3.2	1.99356
3.3	1.98244
3.4	1.96143
3.5	1.93075
3.6	1.8907
3.7	1.84167
3.8	1.78415
3.9	1.7187
4	1.64599
4.1	1.56672
4.2	1.48169
4.3	1.39174
4.4	1.29776
4.5	1.20069
4.6	1.1015
4.7	1.00117
4.8	0.900689
4.9	0.801069
5	0.703295
