0	-2.94156
0.04	-2.93589
0.08	-2.9301
0.12	-2.92406
0.16	-2.91764
0.2	-2.91071
0.24	-2.90315
0.28	-2.89483
0.32	-2.88562
0.36	-2.87539
0.4	-2.86401
0.44	-2.85136
0.48	-2.83731
0.52	-2.82173
0.56	-2.80449
0.6	-2.78546
0.64	-2.76452
0.68	-2.74154
0.72	-2.71638
0.76	-2.68893
0.8	-2.65906
0.84	-2.62663
0.88	-2.59151
0.92	-2.55359
0.96	-2.51273
1	-2.46881
1.04	-2.42169
1.08	-2.37125
1.12	-2.31735
1.16	-2.25989
1.2	-2.19871
1.24	-2.13371
1.28	-2.06474
1.32	-1.99168
1.36	-1.9144
1.4	-1.83278
1.44	-1.74669
1.48	-1.65599
1.52	-1.56057
1.56	-1.46028
1.6	-1.35502
1.64	-1.24464
1.68	-1.12901
1.72	-1.00802
1.76	-0.881535
1.8	-0.749422
1.84	-0.611555
1.88	-0.467808
1.92	-0.318052
1.96	-0.162158
2	0
2.04	0.168551
2.08	0.343623
2.12	0.525344
2.16	0.713841
2.2	0.909244
2.24	1.11168
2.28	1.32127
2.32	1.53816
2.36	1.76246
2.4	1.99431
2.44	2.23382
2.48	2.48114
2.52	2.73639
2.56	2.99969
2.6	3.27118
2.64	3.55098
2.68	3.83922
2.72	4.13603
2.76	4.44154
2.8	4.75587
2.84	5.07915
2.88	5.41151
2.92	5.75308
2.96	6.10399
3	6.46436
3.04	6.83432
3.08	7.21401
3.12	7.60354
3.16	8.00305
3.2	8.41266
3.24	8.8325
3.28	9.2627
3.32	9.70339
3.36	10.1547
3.4	10.6167
3.44	11.0897
3.48	11.5736
3.52	12.0686
3.56	12.5749
3.6	13.0926
3.64	13.6218
3.68	14.1627
3.72	14.7153
3.76	15.2798
3.8	15.8563
3.84	16.445
3.88	17.0459
3.92	17.6593
3.96	18.2852
4	18.9238
