-15	-2.88065
-14.7	-2.81452
-14.4	-2.73247
-14.1	-2.63599
-13.8	-2.52688
-13.5	-2.40716
-13.2	-2.27906
-12.9	-2.14493
-12.6	-2.00721
-12.3	-1.86838
-12	-1.73087
-11.7	-1.59705
-11.4	-1.46912
-11.1	-1.3491
-10.8	-1.23877
-10.5	-1.13962
-10.2	-1.05284
-9.9	-0.979267
-9.6	-0.919408
-9.3	-0.873417
-9	-0.84111
-8.7	-0.821991
-8.4	-0.815284
-8.1	-0.819971
-7.8	-0.834848
-7.5	-0.85857
-7.2	-0.889713
-6.9	-0.926827
-6.6	-0.968484
-6.3	-1.01332
-6	-1.06008
-5.7	-1.10761
-5.4	-1.15491
-5.1	-1.20108
-4.8	-1.24536
-4.5	-1.28706
-4.2	-1.32554
-3.9	-1.36015
-3.6	-1.39022
-3.3	-1.41494
-3	-1.43333
-2.7	-1.44415
-2.4	-1.44577
-2.1	-1.43603
-1.8	-1.4121
-1.5	-1.37024
-1.2	-1.30556
-0.9	-1.21182
-0.6	-1.08147
-0.3	-0.906277
0	-0.679849
0.3	-0.404072
0.6	-0.103213
0.9	0.15317
1.2	0.238684
1.5	0.0574876
1.8	-0.169466
2.1	0.0123388
2.4	0.00427709
2.7	0.0507391
3	0
3.3	0.0411242
3.6	0.0239369
3.9	0.0288944
4.2	0.0645377
4.5	0.0660074
4.8	-0.203534
5.1	0.0688736
5.4	-0.0237559
5.7	-0.114003
6	0.729854
6.3	0.235775
6.6	0.506372
6.9	0.688211
7.2	-0.136376
7.5	0.711701
7.8	-0.710767
8.1	-1.11865
8.4	1.06642
8.7	1.01749
9	0.105273
9.3	0.265898
9.6	0.11306
9.9	0.397779
10.2	-1.4309
10.5	-1.28469
10.8	-0.537006
11.1	2.18095
11.4	-0.550478
11.7	-0.563782
12	0.447773
12.3	-1.6273
12.6	-2.11554
12.9	-0.619445
13.2	-1.57331
13.5	-2.91174
13.8	0.753171
14.1	-0.761247
14.4	-0.0128044
14.7	-0.15601
15	-2.34435
